"pvalue","feature_id","padj"
4.39982100488432e-05,NA,0.000969379918172899
0.000466823685583926,NA,0.00379572115778359
0.174127406296128,NA,0.24123533164352
0.0457603824209373,"3-Oxohexadecanoic acid",0.0984883945904299
0.00495277267849008,NA,0.0198634872703469
0.00217064311102188,NA,0.0110638003345369
0.0110893890773268,"16-Hydroxyhexadecanoic acid",0.0364137150952606
0.0158457885984128,NA,0.0460539302668765
0.0186566435515662,"Ribose-1-arsenate",0.052654907213718
0.000821068035767756,NA,0.0050980860766307
0.0291565988520719,NA,0.0729448974943776
0.105166808060534,NA,0.175192511964256
0.000618120100529495,NA,0.00436634725041164
0.138911102496485,"N-(1-Deoxy-1-fructosyl)valine",0.208445372683831
0.344383381400005,NA,0.406241536262872
0.0100665612541768,NA,0.033703241846092
0.0191198360236867,NA,0.05344084905545
0.45815018360058,"Sulfametopyrazine",0.515513303787802
0.103180930298109,"3-Iodo-2-propynyl butylcarbamate",0.172726900474531
0.173918996609182,"Caffeine, 8-((3-methoxypropyl)amino)-",0.24123533164352
0.00972927853539065,"2'-amino-2'-deoxyguanosine",0.0330601852719991
0.251621939145209,"Niflumic Acid",0.318845611198845
0.62357159063821,NA,0.674959423781137
0.0701682317646583,NA,0.133124728597949
0.21861298093034,"Disulfamide",0.286987374373101
0.000895304488771905,NA,0.00541144217549744
8.22672072121662e-05,NA,0.00138387394820742
0.0397646304016425,"Dodecafluoropentane",0.0898378412788627
0.310616086806271,"Orotidine",0.376822002288957
0.0132639863207702,NA,0.0417479385119173
0.78847292324135,NA,0.824696794140646
1.2258991068787e-06,"D-Sedoheptulose 7-phosphate",0.000105486080205762
0.326212176313931,"T1801 D",0.390882309513008
0.133058489509616,"6-bromo-N-propionyltryptamine",0.20560848039608
0.0897974485874909,NA,0.157260659962196
0.624884155317724,"13-HODE",0.675309933674059
0.349043000236376,"3-Oxooctadecanoic acid",0.411028222692146
0.886171543759375,"Phoxim",0.904716239742381
0.0884454229247865,"Phoxim",0.155691298602137
0.1172689712948,NA,0.185404415264695
0.833172886341736,NA,0.859602841950764
0.00487225336625495,NA,0.019808030054477
0.0615829062089486,NA,0.120174642687748
0.00315887094682487,NA,0.0150449729588029
0.000110388104995021,NA,0.00157073074399165
0.457316220024971,"Roseobacticide C",0.515513303787802
0.00684460071509478,NA,0.0254068602630964
0.88355884126612,NA,0.904716239742381
0.00524425293813444,NA,0.0205851997514128
0.265218174911909,NA,0.333598551500615
0.00605687483164828,"(E)-4,4',alpha,beta-Tetrachlorostilbene",0.0229824750556432
0.0818521854459032,"(E)-4,4',alpha,beta-Tetrachlorostilbene",0.147506708864253
0.0204984707652087,"Febuxostat",0.056226729046737
0.0740882742753277,"(E)-4,4',alpha,beta-Tetrachlorostilbene",0.137133580840241
0.0097902566111374,NA,0.0331026993336972
0.0791609136578475,NA,0.144563914514197
0.0105902094332055,NA,0.0351121992372786
0.525508471113216,NA,0.584563983339294
0.0974536066618117,"Clotiazepam",0.165360110483995
0.038295420098474,NA,0.088066572145649
0.00941022726295749,NA,0.032470540110203
0.0184553482114957,NA,0.052302916300629
0.0368580666068224,"16-bromo-7E,11E,15E-hexadecatrien-5,13-diynoic acid",0.0856529174007447
0.00997268949365017,"5,6-Epoxy-8,11,14-eicosatrienoic acid",0.033553433123956
0.440795998304558,NA,0.499457560165901
0.239702964294331,NA,0.307738956039527
0.0943897859140661,NA,0.161574495687487
0.283425828612016,"Docosahexaenoic acid",0.348165181550373
0.00269323246499957,"N-Heptafluorobutyrylproline",0.0131391269542479
0.113672399835731,NA,0.183286088692797
0.00806809561344826,NA,0.0287005692915894
0.0457492494573324,NA,0.0984883945904299
0.546463338024723,NA,0.605900097192997
0.0136517533755226,NA,0.0424521817971515
0.190074721757124,NA,0.259607501452402
0.503615105446219,NA,0.563883798393062
0.0248917107901933,NA,0.0656410751725946
0.0331727074440447,"Alternariol 5-O-sulfate",0.0803438268946189
0.00194361039120771,NA,0.0102114299784221
0.00084106268510495,NA,0.00517518751285298
9.63554885204504e-05,NA,0.00149569996953336
0.000542777221798292,NA,0.00421269139191174
0.0876838641581298,NA,0.15488277236579
0.0569176650039865,"Methyl-[10]-shogaol",0.114674823592103
0.00337189817364904,"Inosinic acid",0.0157740167986458
0.602328825183816,NA,0.656125339075831
0.0216194826421123,"1-[3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-2-$l^{1}-selanyl-5-(methylaminomethyl)pyrimidin-4-one",0.0585956612879471
0.0129747176955168,NA,0.0412173590048278
0.0296686237758747,NA,0.0739550001420525
0.83874690633852,NA,0.864048472140587
5.0694427844084e-05,NA,0.00102550079696395
0.00336650652524524,NA,0.0157740167986458
0.00358245136262883,NA,0.0162436613945917
0.00409616942797363,NA,0.0175631113648344
0.0189893136425771,NA,0.053373256040659
0.798518258963716,"Tetracosatetraenoic acid (24:4n-6)",0.83080620072011
9.17937796790769e-08,NA,6.26951515208095e-05
0.0464506787522848,NA,0.0986670916405936
0.199451181396543,NA,0.269219677655809
0.217440320532232,NA,0.286702198694043
9.78061379936525e-07,"N-Palmitoyltaurine",0.000105486080205762
0.000719137900041999,"Guanosine monophosphate",0.00469131953669193
0.157166430414789,"Anilofos",0.224101611635284
0.0157988898089888,NA,0.0460539302668765
0.0894423355507529,NA,0.157041427200936
0.00867407386609172,NA,0.0306963339406251
0.233048539862528,"1,2,3,4,7,8-Hexachlorodibenzofuran",0.302034445400582
0.0158425284263664,NA,0.0460539302668765
0.766412662436812,NA,0.805322843760527
0.185490127547745,NA,0.254908968038451
0.000453168498018026,NA,0.00377261677573794
0.0508830303308232,NA,0.104363692840697
0.00206732273799915,NA,0.0107784841988811
0.000446854537116367,NA,0.00376792159074665
0.00215232175918581,"5-phospho-alpha-D-ribose 1-diphosphate",0.0110529004625858
0.0385791274941893,NA,0.0881843983291495
0.000129167290156976,"N-linoleoyl taurine",0.00169691882884718
0.109391462296791,NA,0.179147907297365
5.56806999291978e-05,NA,0.00105638661254561
0.768651340814035,NA,0.806434509640531
1.09215026358121e-05,"Oleoyltaurine",0.000355563175685461
0.041291414323346,"N-Stearoyltaurine",0.0918633093903757
0.0767923282577394,NA,0.141372399461014
0.000192390048097066,NA,0.0021541377516442
0.0638304914047157,"methyl 8-[3,5-epidioxy-2-(3-hydroperoxy-1-pentenyl)-cyclopentyl]-octanoate",0.123852913719945
0.17131095911999,NA,0.239416999067554
0.0580936959679254,NA,0.11630688439736
0.156763442030024,"Drotaverine",0.22399462532742
0.00799912960185447,NA,0.0286042173720765
0.790868120629018,NA,0.825937196314402
