"logFC","pvalue","feature_id","padj","significance","clean_name"
-0.577509874353236,0.306114069643327,"PS(22:1(13Z)/18:1(12Z)-2OH(9,10))",0.411566751114946,"Not Significant","PS(22:1(13Z)/18:1(12Z)-2OH(9,10))"
-0.206469393882173,0.588794608670498,"PE(22:1(13Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))",0.664705318548678,"Not Significant","PE(22:1(13Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))"
0.619147337161369,0.119440217422988,"PE(DiMe(11,3)/DiMe(13,5))",0.246708066504985,"Not Significant","PE(DiMe(11,3)/DiMe(13,5))"
0.363961196600429,0.390332558335401,"PI(15:0/22:0)",0.492785836123991,"Not Significant","PI(15:0/22:0)"
1.82633313328826,0.352139789908461,"PE(24:0/PGJ2)",0.454653074683325,"Not Significant","PE(24:0/PGJ2)"
0.310997325118067,0.202413294833964,"PI(16:0/22:5(4Z,7Z,10Z,13Z,16Z))",0.321546784483861,"Not Significant","PI(16:0/22:5(4Z,7Z,10Z,13Z,16Z))"
-0.021742774629173,0.915879189329299,"PI(16:0/22:4(10Z,13Z,16Z,19Z))",0.939409014040293,"Not Significant","PI(16:0/22:4(10Z,13Z,16Z,19Z))"
0.139955222630398,0.73273029160859,"PI(16:0/22:3(10Z,13Z,16Z))",0.792853553214875,"Not Significant","PI(16:0/22:3(10Z,13Z,16Z))"
-1.05493582456956,0.0164933684370465,"PE(24:1(15Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",0.0971118158836445,"Not Significant","PE(24:1(15Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))"
3.41754995426314,0.00143734753721268,"SM(d19:0/LTE4)",0.0377580141506255,"Up","SM(d19:0/LTE4)"
1.32407255217589,0.02531664597107,"PC(22:3(10Z,13Z,16Z)/PGJ2)",0.112280968819745,"Not Significant","PC(22:3(10Z,13Z,16Z)/PGJ2)"
0.714729761767983,0.0663227272552996,"PE(24:1(15Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))",0.181193690861478,"Not Significant","PE(24:1(15Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))"
0.844533287606964,0.0315691811557611,"PE(DiMe(11,5)/DiMe(13,5))",0.125359015868517,"Not Significant","PE(DiMe(11,5)/DiMe(13,5))"
0.948857632598764,0.00401367426654671,"PI(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.0560894809060049,"Not Significant","PI(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
1.04085906001187,0.156181557875607,"Pubesenolide",0.27886738044382,"Not Significant","Pubesenolide"
-0.597714407831056,0.469143759231912,"PGP(18:2(9Z,11Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",0.570666739556362,"Not Significant","PGP(18:2(9Z,11Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))"
0.997380127870276,0.156786345666804,"PGP(i-22:0/20:3(6,8,11)-OH(5))",0.27886738044382,"Not Significant","PGP(i-22:0/20:3(6,8,11)-OH(5))"
1.04055111069064,0.181721349863455,"PI(20:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",0.304952535520245,"Not Significant","PI(20:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))"
-1.2324936834561,0.0299092791198975,"PE-GlcGlcDG(P-14:0/16:1(9Z))",0.122323578675988,"Not Significant","PE-GlcGlcDG(P-14:0/16:1(9Z))"
0.957450206927986,0.136678077229785,"PGP(i-22:0/20:3(8Z,11Z,14Z)-2OH(5,6))",0.260030993726862,"Not Significant","PGP(i-22:0/20:3(8Z,11Z,14Z)-2OH(5,6))"
-2.51836051230214,0.0399144449161911,"PI(20:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))",0.141987322279992,"Not Significant","PI(20:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))"
-1.32943823698087,0.029178158697828,"Hypelcin B-III",0.121478112326279,"Not Significant","Hypelcin B-III"
1.21866526973997,0.0154459585957604,"L-Arginine",0.0945935407731881,"Not Significant","L-Arginine"
0.286372861728368,0.421531569326138,"Folic acid",0.520625789963385,"Not Significant","Folic acid"
